feat_1	feat_2	feat_3	feat_4	feat_5	y
0.07516231267315532	0.07509156266771333	0.2235809999746489	0.9971766429355036	0.9746853525370821	0.00027830443643717313
0.0157474402560025	0.015746789417446512	0.047224749869993095	0.9998760116249628	0.9988842890944459	4.007719286827426e-05
-0.0385928538578566	-0.03858327448467846	-0.1155200725446629	0.9992553882416847	0.9933051458838195	0.00017108383807884942
0.3148602493014714	0.30968359374452586	0.810251288634039	0.950839666697533	0.5860826300675351	1.7978227394815695e-05
-1.4196945810400552	-0.9886058350345712	0.8990045221734504	0.15052741589357763	-0.43793934410108215	1.1848309888616716e-05
-1.4294211117447955	-0.9900231581254934	0.9113988993403513	0.14090474220275354	-0.4115240531016335	1.888696379359012e-05
0.3273564126047821	0.3215409533976794	0.8316482037982486	0.9468956728637592	0.555302858914977	1.4760215473737293e-05
-0.5677317511487621	-0.5377210212615743	-0.9912480580702471	0.843122828117831	-0.1320124515792512	0.014571028124673797
-0.8640588572667287	-0.7604844637201944	-0.5221893352578699	0.6493561275911764	-0.8528295832948948	0.028627725035664006
-0.5643034927298347	-0.5348274240871614	-0.9925533275665686	0.8449613165372079	-0.12181088595249659	0.18494213901993234
-0.5890618445178232	-0.5555812266370904	-0.9807775411966554	0.8314622664970588	-0.1951292256025297	0.1357445084749179
-0.5603240596944823	-0.531460731257326	-0.9939367778227982	0.8470829304923033	-0.10995308859342452	0.03267883713174343
0.8060917053480554	0.7215868865405158	0.6618751825210283	0.6923238874780825	-0.7496140625433567	0.03131377960601484
-1.1104194548352837	-0.8958851223021715	0.18853061113401587	0.44428577249066065	-0.9820673137140012	0.00038209326262108196
0.8841005262018227	0.773345046824498	0.47000026212560947	0.6339853614650854	-0.882666275328257	0.02477032918323605
-1.3528961138794233	-0.9763535333211152	0.7938387763299333	0.21617996662820993	-0.6081282736355828	7.625715210016197e-06
-1.1507236471470763	-0.9130593020145918	0.30560930833835637	0.4078268149651594	-0.9521569989539285	0.00034493438805579364
1.0732808511909533	0.878770996515266	-0.0781700697932864	0.47724368584986676	-0.9969400384117957	0.17277679154842332
0.7680701995164516	0.6947485188812853	0.7428931892713186	0.7192527341013452	-0.6694099710448663	0.01114885760383739
-1.276239835286408	-0.9569309938077524	0.6343186542346004	0.29031547166850663	-0.7730716945342169	5.452453929397132e-05
-1.3076241930223527	-0.9655696234882659	0.7041887592420675	0.26014477161136335	-0.7100128106992982	0.0001277770093760957
1.1754325230164548	0.9228565086123728	-0.3752856365110103	0.38514395297314674	-0.9269092140164137	0.6948823139994461
0.2689597810794977	0.26572875983911814	0.7221319631837068	0.9640478339762837	0.6917553236140981	5.777593681226478e-06
1.2343984118565703	0.9439497956813105	-0.532543310998612	0.33008905348892137	-0.8464027539597421	0.9765450423715895
-0.07917977294115008	-0.07909706344683254	-0.23531175612977512	0.9968669191793295	0.9719199439393768	0.0007625688662472561
0.6962689813655283	0.6413595694942091	0.8688059465160891	0.7672404464170295	-0.49515273128428006	0.0006263855955770911
-0.9374371196952094	-0.8060438937836238	-0.3233630189316177	0.5918557605482387	-0.9462749906805263	0.011748749481732485
1.4730991155863502	0.9952314221768133	-0.9573552378676448	0.09754186953261496	-0.28891339277954103	0.9807382468639242
-0.03081903486286719	-0.03081415637502503	-0.09232543545135156	0.9995251311332274	0.9957288857760019	0.0001254052131188533
1.321949438778256	0.9691970619520851	-0.7340425035803823	0.24628653049536858	-0.6791035288801293	0.9976052463620123
0.48393785379530385	0.4652684425082479	0.9929298975687139	0.8851696314300154	0.1187022262393738	1.4123148626760168e-05
-0.3128166867905702	-0.30773984815823596	-0.8066429949354275	0.9514705386166962	0.5910389824043791	0.002038871442765815
-1.4298429860497572	-0.9900825141127781	0.9119190035330357	0.14048706434444558	-0.4103702364881197	2.0921684429526385e-05
-0.8963536046205166	-0.7810550713047079	-0.4372439253125078	0.624462149044438	-0.8993429544824989	0.019492998897678238
-0.4086925822988967	-0.3974099276486283	-0.9411705906832892	0.9176411877233454	0.3379318263094918	0.005355612139203792
1.2790066288510626	0.9577305730404617	-0.64071351893609	0.28766673332797604	-0.767780037935692	0.9201041035304229
0.7009478386072541	0.64494234470078	0.861770340924609	0.764231229414148	-0.507298609797704	0.0022195042608388785
-0.9275950977097585	-0.8001798918510555	-0.3511577954474249	0.599760069258727	-0.936316294153052	0.029838377458406878
-1.087722263274764	-0.8855711955086215	0.12127487437342127	0.46450366810761673	-0.9926189625660548	0.0006157026996729453
1.0939836756225012	0.8884622660286322	-0.1398979726279853	0.4589496724514224	-0.9901659241029149	0.851292888486906
-0.4318741746104624	-0.4185736298262466	-0.9623779874298856	0.9081828650740336	0.2717142052054016	0.20523397073504576
-1.3774158884299474	-0.9813601996246971	0.836385197508777	0.19217741436645105	-0.5481421361181824	4.7127967772660036e-05
0.3052216936656633	0.3005046296555092	0.7929679716806385	0.9537803560336129	0.609263322290694	9.346498536198946e-05
0.28172476383089307	0.2780128303490484	0.7480867835296213	0.9605773608415468	0.6636009074046731	5.553971118940382e-05
-0.4948702318781255	-0.47491745538477675	-0.9962883168647	0.8800303463920143	0.08607897350052011	0.01146027330603518
-0.9405868449558941	-0.8079040754565316	-0.31440719732897005	0.5893140121028235	-0.949288214541686	0.021378140105576274
0.7476558515740699	0.6799217014714392	0.7824715172653337	0.7332847195109026	-0.6226863774553659	0.002476047560452516
0.36229211658859817	0.35441849064295816	0.885177948783742	0.9350869122655752	0.46525261846335386	6.12076705302401e-05
0.7960612881347586	0.7146064066848191	0.6841289680323058	0.6995267568327969	-0.729361059489093	0.0448125401502331
0.7355980674402032	0.6710307005018395	0.8044793784204404	0.7414295644118938	-0.5939805802349618	0.022501798432220128
0.8182558831380917	0.7299548447670517	0.6340852751235845	0.6834953727722738	-0.7732631271898642	0.094407932886892
0.8792370965001193	0.7702525698148744	0.4828281362277421	0.6377389581118453	-0.8757151311167605	0.717524589715466
-0.8824557192232364	-0.7723012176480869	-0.4743499695077005	0.6352565066327792	-0.8803363598239276	0.10872207279392983
-0.22968334049923822	-0.22766919139576788	-0.6358042279735657	0.9737385374366145	0.7718503635361832	0.001399772875174486
