feat_1	feat_2	feat_3	feat_4	feat_5	feat_6	feat_7	feat_8	feat_9	feat_10	Y_1	Y_2	Y_3
0.175392225640306	0.03076243281506001	0.005395491557543758	0.29588465428050714	0.08754772863869523	0.025904029421303994	0.05189586804707064	0.00910213179831136	0.015355190975694311	0.002693181120358967	4.741745668857234	8.633047118219073	3.6463892120616683
0.0751574518679421	0.005648642571282033	0.00042453758217033804	1.128897661240893	1.2744099295551579	1.438678388936989	0.08484507163854481	0.00637673938790603	0.09578140294056925	0.007198686181349801	5.23194106631141	9.985398602063867	0.961879299772066
1.4539264900395548	2.1139022384387394	3.0734584618199947	0.6158667958477451	0.3792919102277681	0.2335932934429461	0.895425048818819	1.3018821983226425	0.5514625557378567	0.8017860180521843	-15.207179643212399	20.402729556312106	17.97306721477773
0.8273773313507	0.684553248433006	0.5663838398559533	0.035382572101036125	0.0012519264084850199	4.429637641341242e-05	0.029274738081279	0.02422125466967933	0.001035815530899802	0.0008570102897274867	1.7520059372952557	5.178167863309537	6.8005827248321244
0.051175123289219915	0.0026188932436668586	0.00013402218462595653	-1.235172821065036	1.5256518978977591	-1.8844437586896012	-0.06321012140149677	-0.003234785755848156	0.07807542397135017	0.003995519447591961	7.02600540205513	4.140190883460006	18.76158999595935
0.5426726085279641	0.2944935600465449	0.15981358842514515	1.080265958485648	1.1669745410629158	1.2606428711296798	0.5862307455953679	0.31813136791153157	0.6332851182843362	0.343666487081301	-3.3506506381250163	8.105313018884717	8.848655209125868
0.7407876993233948	0.5487664154688484	0.40651941038111444	-1.3890860658301736	1.9295600982835492	-2.6803250457075785	-1.02901787086852	-0.7622837811233492	1.4293943859136942	1.0588777785667822	19.09364827242368	-5.050571393998138	28.223568726964324
0.7087726147120135	0.5023586193657043	0.35605803217094734	-0.9407129987365015	0.884940945991821	-0.8324754510086824	-0.6667516118080492	-0.4725752832646404	0.6272219081563457	0.44455771184863146	9.301634466573375	-2.768273833347166	24.942047814696434
0.13983337175000443	0.019553371854974938	0.002734213915562784	0.9034179668718769	0.8161640228669157	0.737337242172401	0.12632798040722834	0.017664867446711238	0.11412696721852854	0.015958758633769072	2.638457741335552	9.864465983059766	1.8717979179956077
-0.35522501775861004	0.12618481324160483	-0.04482400252461596	0.15575835552321315	0.024260665315295665	0.0037788013334095084	-0.05532926460678529	0.01965433900251614	-0.008617995267461598	0.0030613275219276634	7.686522079052561	3.598558282968848	4.631407945451767
-0.9857196276310022	0.9716431842970016	-0.9577677578154417	1.3532459530664505	1.8312746094907257	2.4781649542466693	-1.3339210969498223	1.3148722069745167	-1.8051233261573072	1.7793454928878167	6.479391917046335	27.766240517903476	-6.870682486208679
-0.6906523732066714	0.4770007006160073	-0.3294416659016904	-1.2812392491741083	1.6415740136242327	-2.103249056679639	0.8848909280876317	-0.6111520195127768	-1.133756988303977	0.7830319546117901	10.615706089887032	11.533001743246837	6.784718886971068
-0.9635455320818976	0.9284199923949872	-0.8945749355676993	-0.3555048585918257	0.12638370448239397	-0.04493002099032455	0.34254511812956046	-0.3300578181102038	-0.1217764537819696	0.11733715795439452	12.503556066835502	-3.4287162676926197	4.637056495234036
-0.11042886426709275	0.012194534063319995	-0.0013466285468788028	-1.2642052783579691	1.5982149858281502	-2.0204718210347545	0.13960475308953438	-0.01541639432996519	-0.17648906573965037	0.019489487085189862	7.028351307514371	5.623698414316352	16.273966879311285
-0.5287754084379384	0.2796034325687085	-0.1478474192571684	0.7414604697132985	0.5497636281474653	0.4076279979575067	-0.392066062713235	0.2073148924458452	-0.2907014870179988	0.15371579753145834	-1.9507301902829344	8.922445095115947	0.3412990776404259
